"","property_id","city","price","surface_total","surface_covered","rooms","bedrooms","bathrooms","title","description","property_type","operation_type","lat","lon","new_surface","ns","st","new_surface_2","surface_total2","bathrooms1","bathrooms2.start","bathrooms2.end","estrato","piso","ascensor","parqueadero","distancia_parque","distancia_estacion_bus","distancia_hospital","distancia_estacion_policia","distancia_banco"
"163","d742c841b3bcd8a6db8c343a","Cali",1463907858,"144",  470, 5, 5, 5,"Casa En Venta En Cali Tejares De San Fernando","vendo casa de 7 niveles remodelada piso en marmol  para uso mixto primer piso garage elctrico capacitad  para 4 vehculos  deposito bao segundo nivel dos habitaciones con bao y ducha patio hall de habitaciones terraza tercer nivel dos salas dos comedores cocina integral amplia moderna comedor cuarto nivel dos habitaciones con closer hall vista hermosa de toda la ciudad quinto nivel zona de oficios habitacin grande bao amplios espacios sexto nivel alcoba principal con vestier bao con ducha de masaje amplia mezanine ,septimo nivel terraza con techo termoacustico zona de bbq","Casa","Venta",3.440000,-76.54500,NA,NA,  144,NA,  470.00,NA,NA,NA,NA,NA,NA,NA, 879.653336, 891.757692, 777.00610, 837.75355, 693.736181
"164","bc7cbc72072316a55c4046cf","Cali", 508449686,"160",  160, 2, 2, 1,"Apartamento En Venta En Cali Versalles Cod. VBNC92858","92858 bienco inmobiliaria vende apto edificio cabal, tercer piso sin ascensor, excelente ubicacin, va principal, cerca a centros mdicos, centro comercial pacific mall, chipichape, supermercados olmpica, 14 de la sexta, apto consta de sala, comedor, sala auxiliar, comedor auxiliar, bao social, tres habitaciones con closet principal con bao, bao auxiliar, amplia zona de tv, cocina integral, zona de oficios, calentador, parqueaderos privado.","Apartamento","Venta",3.409000,-76.50300,NA,NA,  160,NA,  160.00,NA,NA,NA,NA,NA," ascensor",NA, 433.538099,1947.407507,1215.20901,1749.53881,3315.423953
"165","f62f9fdb49889e9a49e6bc17","Cali", 884915056,"80",NA,NA, 3, 3,"Apartamento En Venta En Cali Valle Del Lili Cod. VBAYC4442651","magnífica oportunidad de inversión, en valle de lili, piamonte. apartamento 80 m2, con excelente vista, en 5to piso con ascensor, consta de: balcón, sala comedor, estar de tv, estudio, 3 alcobas, alcoba principal con baño, baño de alcobas, baño social, cocina integral tipo americana con gas, alcoba de servicio con baño, zona de oficios con lavadero de ropa, parqueaderos para  vehículo, pisos en cerámica, la unidad consta de: vigilancia 24/7, piscina adultos y niños, turco, zonas verdes, salón social, zonas infantiles, amplio e iluminado. ubicado sobre la calle 28, cerca de la 14 de valle de lili y jardín plaza, zona residencial, sobre vía principal, cómodas vías de acceso, transporte público cercano *precio sujeto a cambios y disponibilidad de inventario. **","Casa","Venta",3.373000,-76.52600," 80 m2"," 80 m2",   80,   80.00,   80.00,NA,NA,NA,NA,NA," ascensor",NA, 302.775784,2449.829393,1293.71247, 690.46584,1145.393207
"166","c08c0515cedf0c4844eeba84","Cali",1340818924,"222",  222, 3, 3, 4,"Apartamento En Venta En Cali Pance Cod. VBTS903","apartamento cali pance venta 221,53 m que consta de: hall de acceso, 3 habitaciones, la principal con bao, vestier, walking closet y espacio para aire acondicionado las otras dos con su respectivo bao y closet, star de tv, bao social, habitacin de servicio con bao, cocina integral, sala-comedor, estudio, terraza cubierta con capacidad de una sala y comedor auxiliar, zona de oficios, depsito, tres parqueadeross cubiertos.el comprador paga las opciones plus que ofrecen que son: marco y puerta corrediza en madera para cerrar la cocina y los puntos para el aire acondicionado en las dos alcobas.  el condominio cuenta con zona social, gimnasio dotado, sauna y turco, piscina para adultos y nios, saln social, saln de juegos, zona de juegos infantiles, cancha de banquitas recreativas, sendero ecolgico, zona de picnic, circuito cerrado de tv, planta de emergencia total, portera con lobby y vigilancia privada 24/7.el apartamento se encuentra ubicado en el sur de la ciudad de cali, en el exclusivo sector de pance alto, posee una ubicacin privilegiada por sus visuales hacia los farallones y hacia la ciudad. el edificio est ubicado cerca a prestigiosas universidades y colegios y a pocos minutos de importantes centros comerciales y almacenes de cadena tales como, home center, jardn plaza, unicentro y price smart.cita previa:  - 300 522 3987precio: $1.050.000.000rea const.: 221,53 mprecio m: 4.739.764/mestrato: 6habitaciones: 3 + serviciobaos: 4 + servicioantigedad:0 estado: para estrenarpiso no.: 10admn: $790.000garajes: 3 cubiertos sector: panceciudad: calipas: colombiavideo: https://youtu.be/ao2gbedmv9y","Apartamento","Venta",3.359000,-76.51800,NA,NA,NA,NA,  222.00,NA,NA,NA,NA,NA,NA,NA,1325.226697,4045.705456,2721.00686,1300.34214,1582.273493
"167","aea22baac7208fafbfa32388","Cali", 537660486,"73",   73, 2, 2, 2,"Apartamento En Venta En Cali Prados Del Norte Cod. VKWR11908218","vendo hermoso apartamento ubicado en el conjunto prados del cerezo, barrio prados del norte. excelente ubicacin. sexto piso, con ascensor, vista interna. sala-comedor, dos alcobas con closet, dos baos, cocina americana, zona de oficios y balcn. se entrega con aires acondicionados en sala y habitacion principal y abanico en uno de los cuartos.  parqueaderos privado en plataforma. zonas comunes: piscina, cancha mltiple, portera 24 horas y vigilancia privada.","Apartamento","Venta",3.471000,-76.52000,NA,NA,   73,NA,   73.00,NA,NA,NA,NA,NA," ascensor",NA, 411.584385, 365.583304, 831.58715, 726.55857, 851.994996
"168","e9349a79b33748fe947d6356","Cali",1754760289,"420",  420, 5, 5, 5,"Casa En Venta En Cali Ciudad Jardn Cod. VVLZ3039","vendo., casa independiente en ciudad jardn, dos pisos,  primer piso, amplio parqueaderos, sala y comedor en espacios independientes,  sala auxiliar, estudio, sala tv.   cocina integral, patio, alcoba servicio.  cuenta con cinco alcobas, cinco baos,   espacios amplios, excelente ubicacion, sector alta valorizacin, y comercial,  documentos al da, nicos propietarios. mas inf. con indira oyola cel. 3104005590","Casa","Venta",3.368000,-76.53100,NA,NA,  420,NA,  420.00,NA,NA,NA,NA,NA,NA,NA, 942.626812,3097.815325,1746.09513, 268.28181, 419.742652
"169","cc1788ef96b82bedb47c83e1","Cali",1793013848,"500",NA,NA, 5, 6,"LINDA CASA EN UNIDAD CIUDADELAS J.V Código: 1315315","hermosa casa tipo castillo sector de las ciudadelas 500 mts construidos  ubicacion unica sin  trancones, condominio rodeado por verdes prados parque el ingenio,centros comerciales como la 14 de pasoancho, unicentro,jardin plaza,clinicas valle del lili,zonas de universidades y colegios campestres de la zona sur.<br><br>consta de 3 niveles asi<br><br>1 nivel sala,comedor independiente,cocina integral,patio de ropas,alcoba de la empleada con bano,antejardin parqueaderos para 6 carros,amplia e iluminada,patio interior.<br><br>2 nivel 3 alcobas con bano y  ducha y bano de alcobas,sala de tv o zona de estudios,gimnasio,<br><br>3 nivel alcoba pricipal  generosa con vestier amplio y bano <br><br>el condominio tiene zonas humedas piscina,turco sauna,juegos para ninos salon de eventos grande,excelentes zonas verdes.","Casa","Venta",3.386000,-76.53400," 500 mt"," 500 mt",  500,  500.00,  500.00,NA,NA,NA,NA,NA,NA,NA, 281.146953,1498.396075,1506.75959,2066.31688, 614.919622
"170","a5d498683ceca1dd3cf9d153","Cali", 521913382,"100",  100, 3, 3, 2,"Apartamento En Venta En Cali Cristales","vendo apto en cristales con  un rea de 100 mt2, un depsito adicional de 5 mt2, dos garajes en lnea con puerta elctrica independiente. consta de sala comedor amplia, divisiones en mrmol y retal de mrmol, dos habitaciones grandes, la principal con bao independiente, un balcn con vista exterior, bao social con ducha, cocina integral, cuarto de servicio  con bao. los baos y la cocina se remodelaron recientemente con materiales finos y modernos.el edificio cuenta con planta propia, con capacidad de abastecer de energa a todos los apartamentos. tiene dos tanques de agua de reserva para tres semanas. el rea social cuenta con jacuzzi, piscina, zona de picnic y de reuniones, con vista panormica a toda la ciudad. portera vigilada 24 horas con circuito cerrado. info steven orozco 3215819388 tres veintiuno cinco ochenta y uno noventa y tres ocho ocho.","Apartamento","Venta",3.435000,-76.54900," 100 mt2"," 100 mt2",  100,  100.00,  100.00,NA,NA,NA,NA,NA,NA,NA, 763.076114, 734.194964, 818.80224, 767.79768, 692.229414
"171","73dc0edbaeaaba531ead16dd","Cali",1956729381,"600",  445, 4, 4, 6,"Casa En Venta En Cali Pance","vendo...   o vendo.....espectacular casa  en unidad altos de umbra., casas separadas., por zonas verdes., .. reformada totalmente.,  primer piso.,  parqueaderos para cinco vehculos.,   estudio,  bao social.,  sala y comedor e espacios independientes., sala auxiliar., amplia terraza cubierta., piscina., y amplias zonas verdes.,  cuarto til., cocina integral ., zona oficios y alcoba servicio.,    segundo piso., estar de alcobas.,  cuatro alcobas grandes., cada una con balcn , bao y tres de estas con aire.  cuenta ademas con persianas y blackaups, automticos.,   acabados  modernos., espacios amplios fresca iluminada cuenta con amplias zonas veres., recibo permuta  en casa o apto ., menor valor...  mas informacin.. con indira oyola cel. 3104005590","Casa","Venta",3.354000,-76.54100,NA,NA,  600,NA,  445.00,NA,NA,NA,NA,NA,NA,NA,1276.399377,4933.104959,2465.05425,1675.96210,1332.020833
"172","e11c5569eeb017c1a8ff0e12","Cali",1507908830,"203",  203, 3, 3, 5,"Apartamento En Venta En Cali Normanda Cod. VAIB-380","se vende hermoso apartamento de 203 mts en normandia, consta de 3 habitaciones, 5 baos, habitacin de empleada con bao, amplio balcn con hermosa vista. el apartamento tiene 3 parqueadeross independientes y depsito. completa zona social.adminstracin $750.000.000","Apartamento","Venta",3.453000,-76.54400," 203 mt"," 203 mt",  203,  203.00,  203.00,NA,NA,NA,NA,NA,NA," 3 parqueadero",1281.519853,1364.247818, 390.23447, 718.09725,1543.831395
"173","a99eb56a08f0a3a92ca029e6","Cali", 677636476,"90",   90, 3, 3, 3,"Apartamento En Venta En Cali Valle Del Lili","vendo apartamento de 90mts2 en valle del lili, cali valle del cauca, sptimo piso con ascensor.consta de tres habitaciones, principal con bao, sala comedor, balcn, citfono, cocina integral tipo americana con horno, zona de oficios, piso en porcelanato, bao social y otro auxiliar, parqueaderos propio, vista panormica, excelente iluminacin y ventilacin.la unidad cuenta con ascensor, vigilancia, portera, circuito cerrado de tv, zona infantil, piscina, saln social, administracin de 198.000, estrato cuatro.","Apartamento","Venta",3.371000,-76.51900," 90mts2"," 90mts2",   90,   90.00,   90.00,NA,NA,NA,NA,NA," ascensor",NA,1015.439860,2712.470582,1382.54796, 979.48226,1567.292789
"174","7b296f9d63b13f8775392fc7","Cali", 793408304," 296 m2",NA,NA, 4, 4,"CASA EN VENTA, CALI-SANTA MóNICA RESIDENCIAL","linda casa al norte de cali, en santa mónica residencial, estupenda ubicación, casa de dos plantas, 296 m2 construidos. con circuito cerrado de t.v. y cámaras de seguridad, disponibilidad de parqueo para 4 carros (2 interior y 2 exterior) consta de: sala para la familia, comedor, y adicionalmente tiene una zona para reuniones tipo terraza, patio interior con árboles frutales y espacio para mascotas, baño social, cocina integral moderna que se comunica con el comedor sin embargo es cerrada. tiene alcoba para el servicio y amplia zona de oficios. en el segundo piso se encuentra la habitación principal con su baño y vestier.  segunda alcoba con baño,  tercera alcoba tiene el baño completo con ducha en la parte exterior,  sala para t.v y estudio muy agradable con un balcón pequeño.","Casa","Venta",3.469481,-76.53254," 296 m2"," 296 m2",NA,  296.00,  296.00,NA,NA,NA,NA,NA,NA,NA, 171.509284,1033.498304, 287.07371, 759.17940, 350.889715
"175","9342864f54855c702ac6d710","Cali", 633008451,"75",   75, 3, 3, 2,"Apartamento En Venta En Cali Valle Del Lili","bienco vende espectacular apartamento en valle del lili unidad residencial tairona,  consta de 3 habitaciones todas con closet la principal con bao, full acabados, estudio, cocina tipo americana, sala comedor, balcn, bao de servicio, la unidad tiene ascensor, zonas verdes, zona de juegos para nios, piscina, saln social, pocas torres, excelente ubicacin, cmodas vas de acceso y vigilancia las 24 horas.","Apartamento","Venta",3.368000,-76.51500,NA,NA,   75,NA,   75.00,NA,NA,NA,NA,NA," ascensor",NA,1568.344211,3148.003931,1812.10481,1311.12929,1864.296135
"176","edbf085d87a6354982da72ee","Cali",1215848548," 248 mt",NA, 3, 3, 4,"Casa en condominio Rincon de Ciudad Jardin","hermosa casa en condominio con un área de 248 mtrs2,  3 niveles, en el nivel 1 sala, comedor, baño social, cocina americana abierta, patio de ropas, alcoba del servicio con baño, deposito, segundo nivel, 2 habitaciones con closet, baño y estudio, aire acondicionado, closets de linos, sala de televisión o estudio u otra habitación, en el tercer nivel, alcoba principal con vestier, baño, salida al balcón, jacuzzi, aire acondicionado, parqueaderos cubierto para 3 vehículos, zonas comunes con piscina, salón social, cancha de futbol, zonas verdes, portería, vigilancia 24 horas.","Casa","Venta",3.365644,-76.52780," 248 mt"," 248 mt",NA,  248.00,  248.00,NA,NA,NA,NA,NA,NA,NA, 788.546345,3285.644737,2121.66615, 164.59975, 427.081237
"177","f8aba2c9336de0be578aa5ec","Cali", 656011271," 86 mt2",NA,NA, 3, 2,"VENTA APARTAMENTO BOCHALEMA_SUR _ wasi2917586","<b>venta apartamento bochalema_sur _ wasi2917586</b><br><br>descripcion: apartamento en unidad ubicado en el barrio bochalema en un octavo piso con ascensor con un area de 86 mt2, estrato 4 , cuenta con tres habitaciones con closet, mas estudio ,dos ba&ntilde;o, cocina integral, sala comedor amplia, un balcon amplio con vista al interior ,parqueaderos propio cubierto, la unidad cuenta con zonas verdes, piscina para adulto y ni&ntilde;o, zonas de juegos, gym,salon socal y  cerca a  restaurantes, supermercados, universidades, colegios y trasportes p&uacute;blico.<br /><br><br> características adicionales: <br>  <br><br> ref#657532.","Apartamento","Venta",3.356000,-76.52000," 86 mt2"," 86 mt2",NA,   86.00,   86.00,NA,NA,NA," estrato 4",NA," ascensor",NA,1134.192197,4348.398431,3040.83386,1413.25264,1347.682647
"178","1cbaef541f3317e973930a95","Cali", 627386512,"85",   85, 3, 3, 2,"Apartamento En Venta En Cali Las Camelias Cod. VSBI11655","moderno y amplio apto en 3er piso para estrenar, con ascensor y parqueaderos de uso exclusivo, cuenta con 3 alcobas con closet, principal con bao y balcn, bao de alcobas, sala comedor, cocina tipo americana, zona de oficios, parqueaderos cubierto, pisos en porcelanato, baos con divisiones en vidrio templado, madera en puertas, marcos y closet, vista externa, le da el sol en las maanas a los balcones. el edificio cuenta con portera vigilada 7 x 24, piscina adultos, nios y saln social. se encuentra a tan solo 1 cuadra de la calle 14 y carrera 50, cerca de supermercados, centros comerciales, colegios, calle 13 y 16, al igual que de la carrera 56, etc.","Apartamento","Venta",3.404000,-76.52800,NA,NA,   85,NA,   85.00,NA,NA,NA,NA,NA," ascensor",NA, 175.602740, 671.194948,1265.86577, 533.52762,1178.606283
"179","4965bc8930a7cd59d7093fea","Cali", 599442502," 65mt2",NA,NA, 2, 2,"VENTA APARTAMENTO LIMONAR-SUR CALI","<b>venta apartamento limonar-sur cali</b><br><br><br />
descripcion: <br />
apartamento en unidad ubicado en el barrio limonar en un  piso catorce con ascensor con un area de 65mt2, estrato 4, cuenta con dos habitaciones con closet,mas estudio, dos ba&ntilde;os, cocina integral,sala comedor amplia,balcon con vista externa, zona de oficios.la unidad cuenta con un parqueaderos propio sotano,mas deposito,zona de juegos,salon social,gym,jazzucy,sauna y piscina.cerca a restaurantes, supermercados, universidades, colegios y trasportes p&uacute;blico. <br />
<br /><br><br> características adicionales: <br> - comedor diario<br>- agua corriente<br>- estudio<br>- sala<br> <br><br> ref#668260.","Apartamento","Venta",3.398267,-76.53871," 65mt2"," 65mt2",NA,   65.00,   65.00,NA,NA,NA," estrato 4",NA," ascensor",NA, 722.899523,1622.707442, 761.75156,1691.71469,1046.820175
"180","d97e7a11755d376b499c0845","Cali",2154268583,"365",  550, 7, 7, 8,"Casa En Venta En Cali Ciudad Jardn","vende hermosa casa en ciudad jardin. se compone de 7 habitaciones y 8 baos. cuarto de servicio. amplia de dos plantas. capacidad para 7 carros.uso comercial cerca a avenidas principales y secundarias sector del club campestre. uso del suelo para siguientes actividades: construccin de edificios residenciales; comercio al por menor de bebidas, alimentos; comercio al por menor de productos textiles, prendas de vestir; alojamiento de apartahoteles; actividades ejecutivas de administracin pblica; educacin de primera infancia; establecimientos que combinan diferentes niveles de educacin; universitarias o tecnolgicas; actividades de atencin en instituciones para el cuidado de personas mayores o discapacitadas; actividades de asociaciones religiosas y ms. contacto: 3105146691","Casa","Venta",3.369000,-76.54000,NA,NA,  365,NA,  550.00,NA,NA,NA,NA,NA,NA,NA, 764.394331,3394.410611, 925.18336,1044.67108,1077.376161
"181","299f0b12ac9e40e2d8473666","Cali", 430553967," 142 mts2",NA,NA, 4, 1,"CASA EN VENTA EN CALI","se vende casa grande 142 mts2, para remodelar en salomia, frente al centro comercial carrera, sobre la 1d, vía principal, a 3 minutos del único, a 30 minutos del aeropuerto, tiene 6.30 de frente x 22.58 de fondo. tiene dos niveles, en el primero tiene antejardín con rejas y cubierto para 2 carros, sala, comedor, hall de recepción, cocina sencilla, solar, patio trasero. el segundo nivel tiene baño y 4 habitaciones espaciosas, la principal de ellas con balcón. se cambió solo el techo, el resto está para remodelar. papeles al día. no tiene anotaciones pendientes. precio $300.000.000. info 310-7288753","Casa","Venta",3.475000,-76.50400," 142 mts2"," 142 mts2",NA,  142.00,  142.00,NA,NA,NA,NA,NA,NA,NA, 288.572899, 306.155966, 511.81719,1455.65249, 889.261003
"182","b834e40d1aea531129eb12d5","Cali",1159671624,"470",NA,NA, 4, 4,"casa en venta en ciudad jardin","control house inmobiliaria ofrece moderna y exclusiva casa en el b/ pance con un área de lote 1.350 construidos 470 m2, sala comedor con sistema de sonido, sala auxiliar, baño social, cocina integral cerrada, 3 habitaciones con closets en madera y baños, cuarto de servicio con baño, terraza con sala comedor, baño y sombralina con control remoto, hall de tv, 2 habitaciones auxiliares, 2 garajes cubiertos y 4 adicionales, condominio de 8 casas. asesor danny duque","Casa","Venta",3.394000,-76.53600," 470 m2"," 470 m2",  470,  470.00,  470.00,NA,NA,NA,NA,NA,NA,NA, 649.208820,1340.266676,1144.80332,1591.77431, 651.281736
"183","a81df1b278bf2b90e42bb4ab","Cali", 568518132,"110",  110, 4, 4, 3,"Apartamento En Venta En Cali El Limonar Cod. VIAA1695","limonar edificio sin zona social (sepa)apartamento primer piso 110 mtrs sala comedor ,sala tv ,cocina ,cuarto empleada, bao social 3 alcobas principal con baoy vestier parqueaderos propioedificio de 4 pisos  en el 5 piso o terraza est la zona de oficios es una rea escriturada .valor 300 millones","Apartamento","Venta",3.397000,-76.54400," 110 mt"," 110 mt",  110,  110.00,  110.00,NA,NA,NA,NA," piso 1",NA,NA, 632.498576,1956.346460, 198.33857,1927.82864,1055.495825
"184","55596ac93e75286cd1b40dd5","Cali", 596835348,"119",NA,NA, 3, 3,"Apartamento En Venta En Cali Cristales Cod. VBSUM461103","venta de espectacular apartamento en los cristales, es un cuarto piso con ascensor, tiene un área de 117 m2, el apto cuenta con una hermosa vista hacia la ciudad de cali, cuenta con balcón, sala comedor, cocina integral, zona de oficio, 3 habitaciones grandes con sus closet, baño privado y baño social, la unidad cuenta con hermosas zonas verdes, sendero ecológico, cancha de tennis, cancha de futbol, salon social, piscina para niños y adultos, zona de juegos, precio 400.000.000 millones negociables, interesados llamar al 3168336616 con lizeth arcos, o al pbx 5532727.","Casa","Venta",3.447000,-76.55000," 117 m2"," 117 m2",  119,  117.00,  117.00,NA,NA,NA,NA,NA," ascensor",NA, 370.983126,1817.159119, 979.54137, 904.66013,1647.533309
"185","6deeeb1f4390ce833169eddd","Cali", 958387614,"55",  220, 5, 5, 4,"Casa En Venta En Cali Junn Cod. VINP22292","hermosa casa de cuatro(4) pisos, en excelente ubicacin, consta de: piso(1): sala-comedor, cocina integral, bao social, una(1) habitacin sin closet y garaje cubierto con capacidad para un vehculo. piso dos(2): tres(3) habitaciones(habitacin principal con bao y vestier), y bao de habitaciones. piso tres(3): una(1) habitacin con bao con vestier; y patio. piso cuatro(4): zona de oficios, deposito y terraza. la casa esta ubicada cerca a cmodas vas de acceso y vas principales: autopista sur, carrera 15 y calle 5. a pocas cuadras de la galera alameda, restaurantes, supermercados, hoteles, unidad deportiva panamericana jaime aparicio, diamante de sftbol, escuela nacional del deporte, colegios, bancos, centro comerciales (pryca, palmetto plaza) y clnica colombia.","Casa","Venta",3.434000,-76.53100,NA,NA,   55,NA,  220.00,NA,NA,NA,NA,NA,NA,NA, 307.648807,1032.616613, 740.99239, 255.44515, 340.148492
"186","fb76ea6bdec2d7a124f41de9","Cali", 710642854,"297",NA,NA, 4, 3,"CASA EN VENTA CIUDAD JARDIN CALI","esta casa es la ideal para tu familia, ubicada en ciudad jardin,un sector con amplia oferta de servicios y productos, cerca a parques, iglesias, centros comerciales y educativos. el condominio es de 10 casas. la casa es amplia, confortable, de una planta, buen estado,tiene 297 m2 construidos, sobre un lote de terreno de 480 m2. consta de sala, comedor, cuatro alcobas, tres baños, estudio, patio de ropas,parqueaderos. administración:950.000","Casa","Venta",3.351000,-76.53000," 297 m2"," 297 m2",  297,  297.00,  297.00,NA,NA,NA,NA,NA,NA,NA, 825.244445,4931.984289,3212.26866,1389.00455, 230.688495
"187","97e928d7da038304d7cca484","Cali", 494962002,"115",  115, 3, 3, 2,"Casa En Venta En Cali Vipasa","en venta espectacular casa ubicada en el norte de cali en el barrio vipasa la  casa es esquinera, cuenta con un ante jardin hermoso y bastante grande, tiene sala, sala auxiliar y sala comedor, con una iluminacion natural. tiene tres alcobas todas con su respectivo closet y la habitacion principal cuenta con bao propio y bastante grande, un patio trasero que sirve como un estudio o sala de estar,cocina semiintegral, parqueaderos, sobre via vehicular, cerca a chipichape excelentias vias de ingreso y cerca transporte publico y bombas de gasolina, ubicada en un sector estrategico de la ciudad","Casa","Venta",3.489000,-76.51600,NA,NA,  115,NA,  115.00,NA,NA,NA,NA,NA,NA,NA, 281.104001, 567.748584, 890.26736,1016.66406, 776.955091
"188","23b0f43a5b1a5806e02c60f7","Cali", 510297531,"86",NA,NA, 3, 2,"Apartamento En Venta En Cali Urbanización La Flora Cod. VBVLZ-1562","oportunidad de inversión. en venta apto generando renta de millon cuatrocientos. queda en 1er piso cerca a la av 6ta, av 4ta, calle 52 y calle 70, sector comercial y de negocios del norte de cali, construido hace 2 años, iluminado y fresco. sala comedor, balcón de 8 m2, cocina integral tipo americano, zona de oficios, 3 alcobas, ppal con baño privado y vestier, baño de alcobas, 1 garaje en sótano con deposito, piscina, jacuzzi, sauna, gym, zona infantil. mas info al 3183124942 samuel aristizabal","Casa","Venta",3.488000,-76.52000," 8 m2"," 8 m2",   86,    8.00,    8.00,NA,NA,NA,NA,NA,NA,NA, 308.770519, 833.184132, 566.89339, 675.02262, 842.958817
"189","3c33cb1f8084cced1dad0557","Cali", 545803935," 130mt2",NA,NA, 3, 3,"VENTA CASA CONDOMINIO INGENIO_SUR CALI _ wasi2847968","<b>venta casa condominio ingenio_sur cali _ wasi2847968</b><br><br>casa  en condominio ubicado en  el barrio ingenio de  dos pisos, con un area de 130mt2 estrato 5 cuenta con tyres habitaciones con closet,  tres ba&ntilde;os, cocina integral, sala comedor amplia,balcon la casa  cuenta con piscina,salon social y dos parqueadeross propios cubiertos. cerca a transporte p&uacute;blico, supermercados<br /><br><br> características adicionales: <br>  <br><br> ref#657503.","Casa","Venta",3.382000,-76.53200," 130mt2"," 130mt2",NA,  130.00,  130.00,NA,NA,NA," estrato 5",NA,NA,NA,  10.032449,1697.917233,1267.23278,1782.69666,1064.879963
"190","992303f0826c7c74e35b1046","Cali", 507667426,"83",   83, 3, 3, 2,"Apartamento En Venta En Cali Caney","venta de apartamento en el barrio caney al sur  de la ciudad de cali. segundo piso con ascensor.. rea de 83 mts2. valor administracin: $ 198.000.valor venta $ 280.000.000.cuenta con  tres habitaciones la principal con vestier y bao,  sala comedor, cocina integral,zona de oficio, bao social, balcn, parqueaderos cubierto, vista externa.la unidad cuenta con : piscina para nios y adultos, saln social, parque infantil, parqueaderos visitantes.cerca a universidades, colegios, supermercados y centros  comerciales","Apartamento","Venta",3.380000,-76.52300," 83 mts2"," 83 mts2",   83,   83.00,   83.00,NA,NA,NA,NA,NA," ascensor",NA, 224.530171,1661.608783, 453.29731,1522.30420,1987.023433
"191","bfda4ab7190d312284854f42","Cali",1552418652,"250",  250, 4, 4, 5,"Casa Condominio En Venta En Cali Aguacatal","se vende hermosa  casa  de 3 niveles en condominio cerrado en el oeste de cali,donde disfrutara de un clima estupendo, tranquilidad y amplias zonas verdes para respirar un aire puro. 1er nivel: sala comedor, cocina integral, cuarto del servicio con bao, hall estudio. nivel inferior: 3 alcobas con bao y balcn (2 alcobas con aire acondicionado), nivel superior: terraza, zona tv y estar. zona social con gimnasio, piscina sin fin, saln social, sauna y parqueaderos interno para visitantes.","Casa","Venta",3.457000,-76.55100,NA,NA,  250,NA,  250.00,NA,NA,NA,NA,NA,NA,NA,1234.817587,2166.589168,1267.64009,1513.43387,2130.888378
"192","16ca50d748393b661abf8b14","Cali",2346130389,"876",NA,NA, 5, 5,"Casa en venta en parcelaciones pance 3245886","hermosa casa en condominio exclusivo, área lote 876 mt, y construidos 480 mt, en el sector de ciudad jardin, en excelente estado, pisos en retal de mármol, cocina integral amplia, hermoso jardín con riachuelo, zonas verdes, la vivienda cuenta con cinco habitaciones con closets, cinco baños, sala comedor, estar tv, estudio,, condominio con piscina,salón social, juegos para niños, cancha de futbol, zonas verdes,cerca a los mejores colegios y universidades del sur de la ciudad de cali, centros comerciales y supermercados..","Casa","Venta",3.363000,-76.54000," 876 mt"," 876 mt",  876,  876.00,  876.00,NA,NA,NA,NA,NA,NA,NA,1159.681493,3977.017105,1525.51724,1011.33939, 931.901588
"193","66ceb19a53aeece4c0a4e0d2","Cali", 808226791,"131",  131, 2, 2, 3,"Apartamento En Venta En Cali Santa Teresita","vendo apartamento santa teresita. hermoso apartamento clasico y con excelentes acabados, ubicado en exclusivo sector residencial de la ciudad, con un metraje total construido de 131 m2 , consta de 2 habitaciones, 3 baos, amplia cocina y zona de ropas, sala, comedor y habitacion de servicio con bao. el edificio cuenta con ascensor y parqueaderos. cerca a centros comerciales y clinicas.","Apartamento","Venta",3.452000,-76.54600," 131 m2"," 131 m2",  131,  131.00,  131.00,NA,NA,NA,NA,NA," ascensor",NA,1038.449495,1596.223435, 506.79420, 729.82512,1791.527076
"194","9ee0b9280cf404f9d4e975c3","Cali", 997632397,"100",  100, 3, 3, 4,"Apartamento En Venta En Cali El Ingenio","excelente apartamento en zona residencial de gran valorizacion cerca a medios de transporte supermercados colegios centro comerciales amplio iluminado doble parquedero buena tradicion","Apartamento","Venta",3.383000,-76.53500,NA,NA,  100,NA,  100.00,NA,NA,NA,NA,NA,NA,NA, 131.826598,1812.149109,1314.40267,1979.81014, 766.484154
"195","1221139199f9d94d360f31a6","Cali",2572200595,"154",  141, 4, 4, 5,"Apartamento En Venta En Cali Cataya Real","hermoso y amplio apartamento que consta de sala comedor amplio, balcon amplio, estudio o sala de television, cocina integral, zona de oficios con calentador, cuarto de la empleada con bao, dos habitaciones auxiliares con closet y bao y aire acondicionado cada una, alcoba principal amplia, con dos balcones, vestier y bao con airea condicionado y persianas. la zona social cuenta con piscina para adultos y nios, zona humeda, salon social. queda ubicado detras de la universidad javeriana.","Apartamento","Venta",3.347000,-76.53100,NA,NA,  154,NA,  141.00,NA,NA,NA,NA,NA,NA,NA, 568.761299,5388.106290,3555.20513,1044.97952, 210.401912
"196","8356fdf55a9491958f3be8ed","Cali", 702212050," 60 mt",NA,NA, 2, 2,"APARTAMENTO EN VENTA, CALI-LA FLORA","venta apto 60 mts, primer piso. consta de  sala comedor, cocina integral, 2 habitaciones 2 baños, zona de tv o estudio o posibilidad de hacer una tercera habitación. cuenta con parqueaderos propio. informes fernando angel 3013713367 sofia chavez 30155609093 

","Apartamento","Venta",3.483523,-76.52353," 60 mt"," 60 mt",NA,   60.00,   60.00," 2 baños",NA,NA,NA,NA,NA,NA, 471.854363, 902.364571, 207.62339, 161.85328, 219.251216
